platform,id,username,displayname,user_created,followers,following,statuses,content,date,retweetCount,likeCount,replyCount,quoteCount,permalink,is_retweet,original_author,predicted_buzzer_prob,collection_date,model_version
x,,arif_stiawan20,,,,,,"MBG nggak kompromi soal kualitas, tiap makanannya udah harus SLHS, HACCP, sama halal #LanjutkanMBG",,,,,,https://x.com/arif_stiawan20,False,arif_stiawan20,0.0,2025-10-06 03:43:51.275325,27
x,,juan_adryan82,,,,,,"SLHS, HACCP, halal, semuanya buat pastikan MBG benar-benar layak dan aman buat generasi penerus #LanjutkanMBG",,,,,,https://x.com/juan_adryan82,False,juan_adryan82,0.0,2025-10-06 03:43:51.275325,27
x,,cakrajiya_ntsr,,,,,,"Gak perlu khawatir soal makanan anak di MBG, sudah terjamin lewat sertifikasi SLHS, HACCP, dan halal #LanjutkanMBG",,,,,,https://x.com/cakrajiya_ntsr,False,cakrajiya_ntsr,0.0,2025-10-06 03:43:51.275325,27
x,,rizky_bintang1,,,,,,"Nggak main-main, MBG udah pakai SLHS, HACCP, dan halal buat pastiin makanan anak Indonesia aman dan sehat tiap saat #LanjutkanMBG",,,,,,https://x.com/rizky_bintang1,False,rizky_bintang1,0.0,2025-10-06 03:43:51.275325,27
x,,bayu_widodo37,,,,,,"SLHS, HACCP, halal bukan sekadar sertifikasi, tapi bukti nyata makanan anak-anak MBG betul-betul aman #LanjutkanMBG",,,,,,https://x.com/bayu_widodo37,False,bayu_widodo37,0.0,2025-10-06 03:43:51.275325,27
x,,ptr_sdrmn5567,,,,,,"MBG siapkan makanan sehat buat anak-anak dengan tiga sertifikasi utama: SLHS, HACCP, halal #LanjutkanMBG",,,,,,https://x.com/ptr_sdrmn5567,False,ptr_sdrmn5567,0.0,2025-10-06 03:43:51.275325,27
x,,queen_naziaa,,,,,,"SLHS, HACCP, halal, bikin MBG semakin dipercaya jadi pilihan makanan sehat anak-anak kita #LanjutkanMBG",,,,,,https://x.com/queen_naziaa,False,queen_naziaa,0.0,2025-10-06 03:43:51.275325,27
